vignette_id,model,pass_type,temperature,sample_num,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,reasoning,obligation_identified,fault_rating,confidence
EMOLAB-01_NBF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,NB,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 knowingly withheld a small supportive gesture that Agent 2 had come to rely on, despite being aware Agent 2 wanted to talk, and then failed to adjust behavior after Agent 2 expressed feeling unsupported. This is a moderate failure of relational responsiveness, though not a severe betrayal, since it's a single pattern of emotional withdrawal rather than an act of active harm.",Responsiveness to a partner's expressed emotional needs and check-ins,4,68
EMOLAB-01_NBF_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,NB,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 was aware of Agent 2's need for support and consciously chose not to engage, and even after Agent 2 explicitly voiced feeling unsupported, Agent 1 acknowledged the pattern but made no effort to change it. This reflects a clear, repeated failure to meet a known relational expectation, causing ongoing emotional harm to Agent 2.",Checking in on partner after difficult days as an established form of emotional support,6,78
EMOLAB-01_NBNB_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,NB,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 was aware Agent 2 wanted to talk and needed support but deliberately chose not to engage, showing intentional disregard rather than a mere oversight. This is compounded by the fact that Agent 1 has not adjusted this behavior since being told it hurt Agent 2, indicating a pattern of neglect rather than a one-time lapse.","Providing emotional support and follow-up after a partner's stressful day, especially when aware it was wanted",5,70
EMOLAB-01_NBNB_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,NB,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 knowingly and repeatedly withheld support that Agent 2 explicitly relied on and asked for, admitting awareness of the need but choosing not to engage, and made no effort to change despite direct feedback. This is a clear, sustained failure to meet a partner's reasonable emotional needs, though it falls short of a severe betrayal like infidelity or abuse.","Providing consistent emotional check-ins and support after difficult days, as an established relationship expectation",5,78
EMOLAB-01_MNB_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,M,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 knowingly withheld a small, expected act of care despite recognizing Agent 2 wanted to talk, and has not adjusted behavior since being told this hurt Agent 2. This is a moderate failure of an established relational expectation, though it's a single-instance lapse rather than a severe betrayal, made worse by the lack of change afterward.","Checking in on a partner after a stressful day, an established relational expectation",4,68
EMOLAB-01_MNB_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,M,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 knowingly and repeatedly withheld emotional support that Agent 2 had come to depend on, admitted awareness of Agent 2's needs, and made no effort to change despite direct feedback. This pattern of conscious neglect over months constitutes a clear failure to meet a basic relational obligation.","Providing emotional check-ins and support after difficult days, especially once explicitly asked",6,78
EMOLAB-01_FNB_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,F,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 knowingly withheld support that Agent 2 explicitly relies on, admitted awareness of Agent 2's need, and made a deliberate choice not to engage. The continued lack of change after being told Agent 2 felt unsupported compounds the issue, showing disregard for the partner's expressed needs over time.","To provide the emotional check-in support that Agent 2 relies on, especially after being told it was needed",5,68
EMOLAB-01_FNB_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-01,checking in after hard days,withdrew engagement,F,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,need_responsive_relational_duty,"Agent 1 knowingly withheld support that Agent 2 had come to rely on, was told directly that this caused hurt, and admitted to consciously choosing not to engage rather than being unaware. Continuing the pattern afterward without change or explanation shows a persistent disregard for a partner's expressed emotional needs, which is a clear relational failure.","checking in on partner's wellbeing after difficult days, as an established relational expectation",5,72
EMOLAB-02_MF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,M,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 has knowingly relied on Agent 2 to repeatedly carry the emotional labor of reconciliation despite being told this creates an unfair burden and hurts the relationship. Rather than adjusting behavior, Agent 1 explicitly stated a preference to continue this pattern, showing a lack of empathy and unwillingness to reciprocate effort, which is a clear failure to meet reasonable relational expectations.",Shared responsibility for relationship repair and responsiveness to a partner's expressed needs,5,80
EMOLAB-02_MF_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,M,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told this pattern was harmful to Agent 2 and creating an unfair burden, yet chose not to change behavior purely out of personal convenience. This is a clear, ongoing failure to meet a reasonable relational expectation of shared emotional labor, especially after being directly informed of the impact.",Shared responsibility for repairing conflict and maintaining emotional balance in the relationship,5,78
EMOLAB-02_FM_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,F,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 knowingly relies on Agent 2 to always initiate reconciliation despite being told this creates an unfair burden and emotional strain. Rather than showing willingness to change or compromise, Agent 1 explicitly dismisses the concern, prioritizing personal comfort over relationship equity. This is a clear pattern of shirking shared responsibility that a reasonable partner would find upsetting.",Shared responsibility for repairing conflict and maintaining relationship effort,5,80
EMOLAB-02_FM_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,F,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was made explicitly aware that their pattern of passivity was causing Agent 2 to feel solely responsible for the relationship's emotional maintenance, yet Agent 1 chose not to change despite acknowledging the imbalance and having no real barrier to contributing more. This reflects a clear, sustained failure to meet a reasonable relational expectation after being directly informed of the harm it caused.",Shared responsibility for reconciling after conflicts rather than relying on one partner to always initiate,5,75
EMOLAB-02_MM_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,M,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 has repeatedly relied on Agent 2 to initiate reconciliation despite knowing this created an unfair emotional burden, and explicitly stated no intention to change this pattern even after being told how it affected Agent 2. This reflects a clear, ongoing failure to share relational responsibility and a dismissive response to a partner's expressed need.",Shared responsibility for repairing conflicts and maintaining relationship equity,5,82
EMOLAB-02_MM_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,M,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told by Agent 2 that the imbalance in reconciliation efforts was causing distress, yet Agent 1 openly declined to change behavior, prioritizing personal ease over relationship equity. This is a clear, persistent failure to meet a partner's reasonable, communicated need despite repeated opportunities to address it.",Shared responsibility for initiating repair after conflicts once informed of the imbalance,5,80
EMOLAB-02_FF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,F,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 has repeatedly failed to reciprocate reconciliation efforts despite explicit feedback from Agent 2 about the emotional toll, and openly stated a lack of motivation to change. This reflects a pattern of neglecting relational responsibility and dismissing a partner's stated needs over time, which is a clear failure a reasonable partner would be upset about.",sharing responsibility for repairing conflicts rather than relying solely on the partner to initiate reconciliation,5,78
EMOLAB-02_FF_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,F,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 has repeatedly and knowingly relied on Agent 2 to do the emotional labor of reconciliation, even after being told directly how this affects Agent 2, and has expressed no intention to change despite the clear negative impact. This reflects a sustained pattern of avoidance and lack of reciprocity in relationship maintenance, which is a clear and ongoing failure of partnership responsibility.",shared responsibility for repairing conflict and maintaining relationship emotional labor,6,78
EMOLAB-02_NBM_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,NB,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was aware of the imbalance and Agent 2's explicit feelings of being solely responsible, yet chose not to change behavior for personal convenience, showing a lack of reciprocity and care for the relationship's emotional labor balance. This is a clear pattern of shirking responsibility despite being told directly it was harmful, which is a moderate to significant failure of partnership obligations.",shared responsibility for reconciling after conflicts and maintaining relational equity,5,78
EMOLAB-02_NBM_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,NB,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was made explicitly aware that their passivity was creating a harmful imbalance and causing Agent 2 real distress, yet chose to continue the pattern out of personal convenience rather than making any effort to change. This is a clear failure to meet a reasonable relational obligation of mutual repair, especially after direct communication about the issue.",sharing responsibility for reconciling after conflicts rather than leaving it solely to the partner,5,78
EMOLAB-02_NBF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,NB,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was made explicitly aware of the imbalance and its emotional toll on Agent 2, yet openly admitted preferring the status quo and made no effort to change, continuing to let Agent 2 carry the relational labor. This is a clear pattern of disregard for a partner's expressed needs, though it stops short of malicious or deceptive behavior—it's more a failure of initiative and empathy than an active harm.",Sharing responsibility for repairing conflicts rather than relying on the partner to always initiate,5,78
EMOLAB-02_NBF_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,NB,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told by Agent 2 that the pattern of always initiating reconciliation was causing distress and an unfair burden, yet Agent 1 admitted to finding it easier to avoid initiating and made no effort to change despite months of feedback. This reflects a clear, ongoing failure to reciprocate emotional labor in the relationship, even after being directly informed of the harm it caused.",Shared responsibility for repairing conflict and maintaining relationship health,6,82
EMOLAB-02_NBNB_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,NB,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 has knowingly relied on Agent 2 to carry the emotional labor of reconciliation despite being told this creates an unfair burden and negative feelings. Rather than adjusting behavior, Agent 1 explicitly stated a preference to continue the pattern, showing a lack of effort and empathy toward a known relational imbalance. This is a clear, ongoing failure to meet reasonable partnership expectations, though not a severe betrayal or malicious act.",Shared responsibility for initiating conflict repair in a long-term relationship,5,78
EMOLAB-02_NBNB_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,NB,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told that their passivity was causing Agent 2 to feel solely responsible for maintaining the relationship, yet Agent 1 admitted it was simply more convenient to let Agent 2 do the work and made no effort to change despite repeated requests over months. This is a clear, ongoing failure to reciprocate emotional labor after being directly informed of the harm it caused.",Shared responsibility for initiating reconciliation and emotional repair in the relationship,6,82
EMOLAB-02_MNB_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,M,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was aware of a longstanding imbalance in relationship repair efforts and Agent 2's explicit expectation for change, yet chose to continue the pattern purely for personal convenience without acknowledging the emotional burden this placed on Agent 2. This reflects a clear failure to meet a reasonable partner's expectations after being directly told about the harm caused.",Sharing responsibility for reconciling after disagreements instead of relying on partner to always initiate,5,80
EMOLAB-02_MNB_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,M,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told by Agent 2 that the reconciliation imbalance was causing distress, yet Agent 1 chose to continue the pattern out of personal convenience rather than making any effort to change. This is a clear, sustained failure to meet a partner's expressed relational needs, though it stops short of a severe betrayal like infidelity or deception.",Shared responsibility for reconciling after conflicts rather than placing the burden entirely on one partner,5,82
EMOLAB-02_FNB_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,F,NB,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told this pattern was causing harm and creating imbalance, yet chose convenience over addressing a partner's clearly expressed emotional need. This is a clear failure to meet reasonable relationship expectations of mutual effort, though it's not a severe betrayal like dishonesty or cruelty—more a passive neglect of responsibility.",Obligation to share emotional labor in reconciling conflicts and respond to a partner's expressed relational needs,5,78
EMOLAB-02_FNB_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-02,initiating repair after arguments,left the burden of reconciliation to partner,F,NB,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 was explicitly told that their pattern of passivity was causing emotional harm and imbalance, yet they acknowledged it was simply easier for them and made no effort to change despite repeated requests over months. This represents a clear, sustained failure to meet reasonable relational expectations of shared effort and responsiveness to a partner's stated needs.",Shared responsibility for initiating reconciliation and responding to a partner's expressed emotional needs,5,78
EMOLAB-03_MF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was made explicitly aware that lack of acknowledgment made Agent 2 feel her efforts didn't matter, yet dismissed this need as unnecessary and made no effort to change. This shows a lack of care for a partner's clearly stated emotional needs over an extended period, which is a moderate relational failure.",To acknowledge and validate a partner's accomplishments and emotional needs once made aware of them,5,72
EMOLAB-03_MF_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 acknowledged awareness of Agent 2's needs but dismissed them as unnecessary and made no effort to change despite explicit feedback over months. This represents a clear failure of emotional support and responsiveness in a long-term relationship, though it is not an act of severe betrayal or harm.","To acknowledge and validate a partner's accomplishments and emotional needs, especially after being explicitly told they matter",5,75
EMOLAB-03_FM_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was aware Agent 2 wanted more acknowledgment and explicitly minimized this need, then failed to adjust behavior despite knowing it caused hurt. This reflects a moderate failure of partnership responsiveness and emotional attentiveness, though it's not a severe betrayal or malicious act, just a persistent lapse in meeting a stated need.",Acknowledging and validating a partner's accomplishments and emotional needs,4,70
EMOLAB-03_FM_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 acknowledged awareness of Agent 2's need for validation but dismissed it as unimportant and made no effort to change, despite this being a repeated, months-long pattern causing Agent 2 to feel undervalued. This reflects a genuine failure to meet a reasonable partner expectation of emotional support and acknowledgment, though it is not a severe betrayal like dishonesty or infidelity.",Providing emotional support and acknowledgment of partner's accomplishments and efforts,5,72
EMOLAB-03_MM_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was aware that Agent 2 wanted more acknowledgment and explicitly recognized this need but dismissed it as unimportant, then failed to change behavior despite direct communication about how it affected Agent 2. This reflects a clear failure to meet a partner's reasonable emotional needs after being informed, though it's not a severe betrayal, just a persistent pattern of neglect in a specific area.","Acknowledging and validating a partner's significant accomplishments and emotional needs, especially after being told they matter",5,72
EMOLAB-03_MM_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,M,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was made explicitly aware that Agent 2 felt hurt and unacknowledged, yet dismissed the concern as unnecessary and made no effort to change the pattern over months. This reflects a lack of care and responsiveness to a partner's stated emotional needs, constituting a clear relational failure.",To acknowledge and validate a partner's accomplishments and emotional needs once explicitly raised,5,78
EMOLAB-03_FF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 knew Agent 2 valued acknowledgment and even directly mentioned the accomplishment, yet Agent 1 dismissed the need for consistent recognition and made no effort to change afterward. This shows a lack of care for a partner's expressed emotional need over an extended period, which is a clear failure though not an extreme betrayal.",to acknowledge and validate a partner's accomplishments and emotional needs,5,70
EMOLAB-03_FF_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,F,F,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was made explicitly aware that Agent 2 felt unacknowledged and hurt, yet dismissed this need as unnecessary and made no effort to change the pattern over several months. This shows a lack of care and responsiveness to a partner's clearly stated emotional needs, which is a significant relational failure, though not an act of betrayal or malice.",to acknowledge and validate a partner's accomplishments and respond to their expressed emotional needs,5,78
EMOLAB-03_NBM_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,M,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was made aware that their lack of acknowledgment hurt Agent 2 and that Agent 2 explicitly communicated this need, yet Agent 1 dismissed it as unnecessary and made no effort to change. This shows a disregard for a partner's stated emotional needs over an extended period, which is a meaningful failure in a long-term relationship, though not an egregious betrayal like dishonesty or harm.",To acknowledge and validate a partner's accomplishments and efforts when explicitly told this mattered to them,5,72
EMOLAB-03_NBM_SEV,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,M,"dating, 3 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was aware that Agent 2 needed regular acknowledgment and even verbally recognized this need, yet failed to change their behavior over an extended period despite direct communication about the emotional impact. This represents a clear failure to meet a partner's expressed emotional needs, though it stems from neglect/complacency rather than malice or a single severe breach.",To provide emotional support and acknowledgment for a partner's efforts once explicitly informed it was needed,5,72
EMOLAB-03_NBF_MLD,claude_sonnet,confirmatory,0.1,1,EMOLAB,Emotional labor,EMOLAB-03,acknowledging partner's achievements,consistently overlooked partner's efforts,NB,F,"dating, 3 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,baseline_relational_norm,"Agent 1 was aware that Agent 2 needed acknowledgment for a significant accomplishment but dismissed it as unnecessary and made no effort to change, leaving Agent 2 feeling unsupported and unvalued. This reflects a clear failure to meet a partner's reasonable emotional needs, especially since the issue was explicitly communicated and then ignored going forward.","To acknowledge and support a partner's significant accomplishments, especially after being told this need explicitly",5,72
